TBJ_JFET  
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.810
Vgs = -0.600

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 338.800049	 0.980000
 0.000012	 0.006903	 441.818085	 0.989688
 0.000025	 0.013753	 574.992554	 0.999348
 0.000037	 0.020497	 745.289917	 1.008906
 0.000050	 0.027086	 960.222961	 1.018287
 0.000062	 0.033467	 1227.334106	 1.027414
 0.000075	 0.039593	 1553.405273	 1.036214
 0.000087	 0.045416	 1943.385254	 1.044614
 0.000100	 0.050893	 2399.086182	 1.052546
 0.000112	 0.055982	 2917.774658	 1.059942
 0.000125	 0.060645	 3490.871338	 1.066742
 0.000137	 0.064846	 4103.035156	 1.072887
 0.000150	 0.068554	 4731.945801	 1.078325
 0.000162	 0.071741	 5349.036133	 1.083010
 0.000175	 0.074384	 5921.327148	 1.086903
 0.000187	 0.076463	 6414.284180	 1.089971
 0.000200	 0.077963	 6795.384277	 1.092188
 0.000212	 0.078875	 7037.905762	 1.093536
 0.000225	 0.079192	 7124.259277	 1.094005
 0.000237	 0.078913	 7048.287598	 1.093592
 0.000250	 0.078042	 6816.057129	 1.092304
 0.000262	 0.076587	 6445.005371	 1.090154
 0.000275	 0.074560	 5961.615234	 1.087163
 0.000287	 0.071978	 5398.076660	 1.083360
 0.000300	 0.068863	 4788.545898	 1.078779
 0.000312	 0.065240	 4165.633301	 1.073463
 0.000325	 0.061137	 3557.615234	 1.067461
 0.000337	 0.056589	 2986.664307	 1.060826
 0.000350	 0.051631	 2468.130127	 1.053616
 0.000362	 0.046302	 2010.759033	 1.045895
 0.000375	 0.040645	 1617.574463	 1.037729
 0.000388	 0.034704	 1287.132202	 1.029188
 0.000400	 0.028525	 1014.875977	 1.020342
 0.000413	 0.022157	 794.398071	 1.011265
 0.000425	 0.015648	 618.478760	 1.002030
 0.000438	 0.009050	 479.858917	 0.992711
 0.000450	 0.002413	 371.752319	 0.983381
 0.000463	-0.004212	 288.134766	 0.974113
 0.000475	-0.010774	 223.864319	 0.964975
 0.000488	-0.017223	 174.684662	 0.956036
 0.000500	-0.023511	 137.157730	 0.947361
 0.000513	-0.029591	 108.560516	 0.939011
 0.000525	-0.035416	 86.769798	 0.931045
 0.000538	-0.040944	 70.150826	 0.923517
 0.000550	-0.046134	 57.457218	 0.916477
 0.000562	-0.050947	 47.745949	 0.909971
 0.000575	-0.055351	 40.307789	 0.904041
 0.000587	-0.059312	 34.611908	 0.898723
 0.000600	-0.062803	 30.262819	 0.894048
 0.000612	-0.065800	 26.967453	 0.890044
 0.000625	-0.068284	 24.510376	 0.886734
 0.000637	-0.070239	 22.735430	 0.884133
 0.000650	-0.071652	 21.532423	 0.882254
 0.000662	-0.072517	 20.827671	 0.881105
 0.000675	-0.072831	 20.577652	 0.880688
 0.000687	-0.072595	 20.765156	 0.881001
 0.000700	-0.071815	 21.397575	 0.882037
 0.000712	-0.070501	 22.507057	 0.883784
 0.000725	-0.068666	 24.152639	 0.886225
 0.000737	-0.066329	 26.424217	 0.889339
 0.000750	-0.063512	 29.448839	 0.893101
 0.000762	-0.060239	 33.399456	 0.897480
 0.000775	-0.056539	 38.506695	 0.902444
 0.000787	-0.052445	 45.074062	 0.907953
 0.000800	-0.047990	 53.497280	 0.913965
 0.000812	-0.043213	 64.287903	 0.920435
 0.000825	-0.038152	 78.101669	 0.927314
 0.000837	-0.032850	 95.771034	 0.934550
 0.000850	-0.027348	 118.340706	 0.942087
 0.000862	-0.021691	 147.103668	 0.949868
 0.000875	-0.015924	 183.633362	 0.957833
 0.000887	-0.010093	 229.805252	 0.965921
 0.000900	-0.004242	 287.798401	 0.974070
 0.000912	 0.001583	 360.065186	 0.982217
 0.000925	 0.007337	 449.254944	 0.990298
 0.000937	 0.012976	 558.077637	 0.998251
