TBJ_JFET  -THD
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.600
Resolución de ploteo = 400.0 puntos por período

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 156.989563	 0.980000
 0.000012	 0.006903	 204.718063	 0.982785
 0.000025	 0.013753	 266.420166	 0.985596
 0.000037	 0.020497	 345.324005	 0.988409
 0.000050	 0.027086	 444.910797	 0.991201
 0.000062	 0.033467	 568.675537	 0.993947
 0.000075	 0.039593	 719.760803	 0.996621
 0.000087	 0.045416	 900.459778	 0.999198
 0.000100	 0.050893	 1111.612061	 1.001652
 0.000112	 0.055982	 1351.951294	 1.003960
 0.000125	 0.060645	 1617.502197	 1.006097
 0.000137	 0.064846	 1901.156006	 1.008041
 0.000150	 0.068554	 2192.570312	 1.009771
 0.000162	 0.071741	 2478.507568	 1.011270
 0.000175	 0.074384	 2743.687256	 1.012520
 0.000187	 0.076463	 2972.106445	 1.013508
 0.000200	 0.077963	 3148.695068	 1.014224
 0.000212	 0.078875	 3261.071045	 1.014661
 0.000225	 0.079192	 3301.084473	 1.014812
 0.000237	 0.078913	 3265.881592	 1.014679
 0.000250	 0.078042	 3158.273926	 1.014262
 0.000262	 0.076587	 2986.341553	 1.013567
 0.000275	 0.074560	 2762.355469	 1.012604
 0.000287	 0.071978	 2501.231445	 1.011382
 0.000300	 0.068863	 2218.796631	 1.009916
 0.000312	 0.065240	 1930.161621	 1.008224
 0.000325	 0.061137	 1648.428833	 1.006324
 0.000337	 0.056589	 1383.872070	 1.004237
 0.000350	 0.051631	 1143.604248	 1.001985
 0.000362	 0.046302	 931.677795	 0.999593
 0.000375	 0.040645	 749.493835	 0.997084
 0.000388	 0.034704	 596.382874	 0.994484
 0.000400	 0.028525	 470.233887	 0.991817
 0.000413	 0.022157	 368.077576	 0.989108
 0.000425	 0.015648	 286.568451	 0.986382
 0.000438	 0.009050	 222.342865	 0.983661
 0.000450	 0.002413	 172.256226	 0.980968
 0.000463	-0.004212	 133.517044	 0.978324
 0.000475	-0.010774	 103.742645	 0.975749
 0.000488	-0.017223	 80.960747	 0.973259
 0.000500	-0.023511	 63.578201	 0.970872
 0.000513	-0.029591	 50.333210	 0.968602
 0.000525	-0.035416	 40.241882	 0.966461
 0.000538	-0.040944	 32.546684	 0.964461
 0.000550	-0.046134	 26.670048	 0.962611
 0.000562	-0.050947	 22.174957	 0.960919
 0.000575	-0.055351	 18.732746	 0.959392
 0.000587	-0.059312	 16.097410	 0.958034
 0.000600	-0.062803	 14.085666	 0.956851
 0.000612	-0.065800	 12.561693	 0.955845
 0.000625	-0.068284	 11.425641	 0.955018
 0.000637	-0.070239	 10.605141	 0.954371
 0.000650	-0.071652	 10.049118	 0.953906
 0.000662	-0.072517	 9.723422	 0.953622
 0.000675	-0.072831	 9.607884	 0.953520
 0.000687	-0.072595	 9.694533	 0.953597
 0.000700	-0.071815	 9.986796	 0.953853
 0.000712	-0.070501	 10.499582	 0.954285
 0.000725	-0.068666	 11.260260	 0.954891
 0.000737	-0.066329	 12.310502	 0.955668
 0.000750	-0.063512	 13.709202	 0.956612
 0.000762	-0.060239	 15.536524	 0.957719
 0.000775	-0.056539	 17.899363	 0.958983
 0.000787	-0.052445	 20.938385	 0.960397
 0.000800	-0.047990	 24.836992	 0.961955
 0.000812	-0.043213	 29.832256	 0.963648
 0.000825	-0.038152	 36.228069	 0.965467
 0.000837	-0.032850	 44.410213	 0.967400
 0.000850	-0.027348	 54.862808	 0.969435
 0.000862	-0.021691	 68.185028	 0.971559
 0.000875	-0.015924	 85.105995	 0.973757
 0.000887	-0.010093	 106.494804	 0.976014
 0.000900	-0.004242	 133.361206	 0.978312
 0.000912	 0.001583	 166.841583	 0.980634
 0.000925	 0.007337	 208.163651	 0.982962
 0.000937	 0.012976	 258.583099	 0.985275
 0.000950	 0.018459	 319.287262	 0.987554
 0.000962	 0.023745	 391.262817	 0.989780
 0.000975	 0.028794	 475.131226	 0.991932
 0.000987	 0.033571	 570.961609	 0.993992
 0.001000	 0.038042	 678.080322	 0.995940
 0.001012	 0.042175	 794.905334	 0.997759
 0.001025	 0.045941	 918.837830	 0.999432
 0.001037	 0.049318	 1046.246948	 1.000943
 0.001050	 0.052281	 1172.573853	 1.002279
 0.001062	 0.054815	 1292.571167	 1.003428
 0.001075	 0.056903	 1400.666138	 1.004380
 0.001087	 0.058535	 1491.421631	 1.005127
 0.001100	 0.059704	 1560.033081	 1.005664
 0.001112	 0.060408	 1602.801392	 1.005988
