TBJ_JFET  
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.600

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 156.989563	 0.980000
 0.000025	 0.013753	 266.433929	 0.999348
 0.000050	 0.027086	 444.937897	 1.018287
 0.000075	 0.039593	 719.800415	 1.036214
 0.000100	 0.050893	 1111.662964	 1.052546
 0.000125	 0.060645	 1617.562866	 1.066742
 0.000150	 0.068554	 2192.638916	 1.078325
 0.000175	 0.074384	 2743.762451	 1.086903
 0.000200	 0.077963	 3148.773926	 1.092188
 0.000225	 0.079192	 3301.163574	 1.094005
 0.000250	 0.078042	 3158.352051	 1.092304
 0.000275	 0.074560	 2762.429932	 1.087163
 0.000300	 0.068863	 2218.865479	 1.078779
 0.000325	 0.061137	 1648.490723	 1.067461
 0.000350	 0.051631	 1143.656860	 1.053616
 0.000375	 0.040645	 749.535645	 1.037729
 0.000400	 0.028525	 470.263458	 1.020342
 0.000425	 0.015648	 286.584930	 1.002030
 0.000450	 0.002413	 172.259247	 0.983382
 0.000475	-0.010774	 103.732292	 0.964975
 0.000500	-0.023511	 63.554974	 0.947361
 0.000525	-0.035416	 40.206585	 0.931045
 0.000550	-0.046134	 26.623960	 0.916477
 0.000575	-0.055350	 18.677408	 0.904041
 0.000600	-0.062803	 14.022863	 0.894048
 0.000625	-0.068284	 11.357354	 0.886734
 0.000650	-0.071652	 9.977463	 0.882254
 0.000675	-0.072831	 9.535053	 0.880688
 0.000700	-0.071815	 9.914987	 0.882037
 0.000725	-0.068666	 11.191612	 0.886225
 0.000750	-0.063512	 13.645733	 0.893101
 0.000775	-0.056539	 17.842909	 0.902444
 0.000800	-0.047990	 24.789164	 0.913965
 0.000825	-0.038152	 36.190228	 0.927315
 0.000850	-0.027348	 54.836006	 0.942087
 0.000875	-0.015924	 85.091049	 0.957833
 0.000900	-0.004242	 133.358643	 0.974071
 0.000925	 0.007337	 208.173752	 0.990299
 0.000950	 0.018460	 319.309998	 1.006014
 0.000975	 0.028795	 475.166290	 1.020727
 0.001000	 0.038042	 678.126770	 1.033982
 0.001025	 0.045942	 918.893250	 1.045374
 0.001050	 0.052282	 1172.635376	 1.054561
 0.001075	 0.056903	 1400.730713	 1.061283
 0.001100	 0.059704	 1560.097046	 1.065369
 0.001125	 0.060645	 1617.565430	 1.066742
 0.001150	 0.059743	 1562.391968	 1.065424
 0.001175	 0.057073	 1409.955933	 1.061532
 0.001200	 0.052767	 1194.756958	 1.055267
 0.001225	 0.047003	 957.179810	 1.046909
 0.001250	 0.040000	 731.177490	 1.036801
 0.001275	 0.032013	 537.774231	 1.025330
 0.001300	 0.023318	 384.913116	 1.012917
 0.001325	 0.014208	 271.138855	 0.999992
 0.001350	 0.004979	 190.127274	 0.986984
 0.001375	-0.004076	 134.211472	 0.974302
 0.001400	-0.012681	 96.394043	 0.962327
 0.001425	-0.020583	 71.130669	 0.951395
 0.001450	-0.027560	 54.390118	 0.941796
 0.001475	-0.033427	 43.403179	 0.933761
 0.001500	-0.038042	 36.343933	 0.927465
 0.001525	-0.041309	 32.051846	 0.923020
 0.001550	-0.043181	 29.825605	 0.920479
 0.001575	-0.043657	 29.285116	 0.919834
 0.001600	-0.042782	 30.287336	 0.921021
 0.001625	-0.040645	 32.881248	 0.923923
 0.001650	-0.037374	 37.289204	 0.928374
 0.001675	-0.033129	 43.903042	 0.934168
 0.001700	-0.028095	 53.281811	 0.941061
 0.001725	-0.022477	 66.133881	 0.948785
 0.001750	-0.016489	 83.260857	 0.957051
 0.001775	-0.010349	 105.438087	 0.965564
 0.001800	-0.004270	 133.213959	 0.974031
 0.001825	 0.001550	 166.634262	 0.982171
 0.001850	 0.006930	 204.941925	 0.989726
 0.001875	 0.011715	 246.352753	 0.996470
 0.001900	 0.015780	 288.036957	 1.002216
 0.001925	 0.019031	 326.406860	 1.006825
 0.001950	 0.021412	 357.710999	 1.010206
 0.001975	 0.022901	 378.795349	 1.012324
 0.002000	 0.023511	 387.789795	 1.013192
 0.002025	 0.023289	 384.481628	 1.012875
 0.002050	 0.022308	 370.256805	 1.011481
 0.002075	 0.020672	 347.664246	 1.009154
 0.002100	 0.018498	 319.787537	 1.006069
 0.002125	 0.015924	 289.640381	 1.002420
 0.002150	 0.013091	 259.739075	 0.998413
 0.002175	 0.010144	 231.903900	 0.994253
 0.002200	 0.007222	 207.255997	 0.990137
 0.002225	 0.004456	 186.335953	 0.986248
 0.002250	 0.001958	 169.269287	 0.982743
 0.002275	-0.000177	 155.925949	 0.979753
 0.002300	-0.001879	 146.046707	 0.977372
 0.002325	-0.003103	 139.328827	 0.975661
 0.002350	-0.003832	 135.474350	 0.974642
 0.002375	-0.004076	 134.208496	 0.974301
 0.002400	-0.003871	 135.275345	 0.974589
 0.002425	-0.003274	 138.417191	 0.975422
 0.002450	-0.002364	 143.342621	 0.976692
 0.002475	-0.001238	 149.689117	 0.978267
 0.002500	-0.000000	 156.988205	 0.980000
 0.002525	 0.001238	 164.643326	 0.981734
 0.002550	 0.002364	 171.933319	 0.983313
 0.002575	 0.003273	 178.052032	 0.984588
 0.002600	 0.003870	 182.188293	 0.985426
 0.002625	 0.004076	 183.637619	 0.985715
 0.002650	 0.003832	 181.922913	 0.985373
 0.002675	 0.003103	 176.891312	 0.984349
 0.002700	 0.001879	 168.755768	 0.982633
 0.002725	 0.000177	 158.064651	 0.980248
 0.002750	-0.001957	 145.605377	 0.977262
 0.002775	-0.004455	 132.269852	 0.973773
 0.002800	-0.007221	 118.919128	 0.969916
 0.002825	-0.010143	 106.279945	 0.965852
 0.002850	-0.013090	 94.890297	 0.961760
 0.002875	-0.015923	 85.093987	 0.957835
 0.002900	-0.018498	 77.071609	 0.954275
 0.002925	-0.020671	 70.891335	 0.951275
 0.002950	-0.022308	 66.565094	 0.949018
 0.002975	-0.023288	 64.101723	 0.947667
 0.003000	-0.023511	 63.554176	 0.947360
 0.003025	-0.022902	 65.062492	 0.948200
 0.003050	-0.021413	 68.896576	 0.950251
 0.003075	-0.019032	 75.503204	 0.953536
 0.003100	-0.015781	 85.560112	 0.958031
 0.003125	-0.011717	 100.036270	 0.963665
 0.003150	-0.006932	 120.248619	 0.970319
 0.003175	-0.001552	 147.891586	 0.977828
 0.003200	 0.004268	 184.993271	 0.985984
 0.003225	 0.010347	 233.726059	 0.994540
 0.003250	 0.016487	 295.981140	 1.003218
 0.003275	 0.022475	 372.634003	 1.011717
 0.003300	 0.028093	 462.519897	 1.019725
 0.003325	 0.033127	 561.330811	 1.026927
 0.003350	 0.037373	 660.899902	 1.033021
 0.003375	 0.040644	 749.509094	 1.037728
 0.003400	 0.042781	 813.713196	 1.040809
