TBJ_JFET  
Vin = 0.05*sen(2*PI*1000.0*t) + 0.05*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.750
Vgs = -0.600

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 33.707413	 0.980000
 0.000025	 0.017191	 65.294090	 1.004215
 0.000050	 0.033857	 123.954178	 1.027973
 0.000075	 0.049491	 226.152847	 1.050512
 0.000100	 0.063617	 389.361847	 1.071087
 0.000125	 0.075806	 622.247925	 1.089002
 0.000150	 0.085692	 910.113953	 1.103641
 0.000175	 0.092979	 1204.536743	 1.114494
 0.000200	 0.097454	 1430.749756	 1.121184
 0.000225	 0.098990	 1517.821411	 1.123486
 0.000250	 0.097553	 1436.192139	 1.121332
 0.000275	 0.093200	 1214.789307	 1.114823
 0.000300	 0.086079	 923.742065	 1.104215
 0.000325	 0.076422	 637.154907	 1.089911
 0.000350	 0.064539	 403.419312	 1.072437
 0.000375	 0.050806	 237.890610	 1.052420
 0.000400	 0.035656	 132.835312	 1.030554
 0.000425	 0.019560	 71.524307	 1.007576
 0.000450	 0.003017	 37.854294	 0.984228
 0.000475	-0.013467	 20.080727	 0.961237
 0.000500	-0.029389	 10.884886	 0.939287
 0.000525	-0.044270	 6.141274	 0.919002
 0.000550	-0.057667	 3.668409	 0.900929
 0.000575	-0.069188	 2.355227	 0.885530
 0.000600	-0.078503	 1.646012	 0.873177
 0.000625	-0.085355	 1.264688	 0.864145
 0.000650	-0.089565	 1.075628	 0.858620
 0.000675	-0.091039	 1.016344	 0.856689
 0.000700	-0.089769	 1.067215	 0.858352
 0.000725	-0.085833	 1.241660	 0.863517
 0.000750	-0.079389	 1.590864	 0.872006
 0.000775	-0.070674	 2.224431	 0.883554
 0.000800	-0.059988	 3.355168	 0.897817
 0.000825	-0.047690	 5.384260	 0.914371
 0.000850	-0.034185	 9.051473	 0.932726
 0.000875	-0.019905	 15.676236	 0.952331
 0.000900	-0.005302	 27.489281	 0.972591
 0.000925	 0.009171	 47.964443	 0.992882
 0.000950	 0.023074	 81.875252	 1.012571
 0.000975	 0.035993	 134.568680	 1.031038
 0.001000	 0.047553	 209.906342	 1.047704
 0.001025	 0.057427	 306.879761	 1.062047
 0.001050	 0.065352	 416.237030	 1.073628
 0.001075	 0.071129	 519.792664	 1.082110
 0.001100	 0.074631	 594.739075	 1.087268
 0.001125	 0.075806	 622.249023	 1.089002
 0.001150	 0.074678	 595.832886	 1.087338
 0.001175	 0.071342	 524.075439	 1.082423
 0.001200	 0.065959	 426.075317	 1.074518
 0.001225	 0.058754	 322.945190	 1.063981
 0.001250	 0.050000	 230.629807	 1.051251
 0.001275	 0.040016	 157.085770	 1.036823
 0.001300	 0.029147	 103.416626	 1.021231
 0.001325	 0.017760	 66.738533	 1.005021
 0.001350	 0.006224	 42.824516	 0.988733
 0.001375	-0.005095	 27.709202	 0.972880
 0.001400	-0.015851	 18.321022	 0.957934
 0.001425	-0.025729	 12.530202	 0.944310
 0.001450	-0.034450	 8.959566	 0.932364
 0.001475	-0.041784	 6.757544	 0.922376
 0.001500	-0.047552	 5.412861	 0.914557
 0.001525	-0.051637	 4.625975	 0.909042
 0.001550	-0.053976	 4.227889	 0.905890
 0.001575	-0.054571	 4.132337	 0.905090
 0.001600	-0.053477	 4.309861	 0.906562
 0.001625	-0.050807	 4.776087	 0.910162
 0.001650	-0.046718	 5.589408	 0.915686
 0.001675	-0.041411	 6.854965	 0.922882
 0.001700	-0.035119	 8.731939	 0.931450
 0.001725	-0.028096	 11.439761	 0.941060
 0.001750	-0.020612	 15.255907	 0.951356
 0.001775	-0.012937	 20.494337	 0.961972
 0.001800	-0.005337	 27.452007	 0.972542
 0.001825	 0.001938	 36.315525	 0.982715
 0.001850	 0.008663	 47.035469	 0.992165
 0.001875	 0.014644	 59.201637	 1.000609
 0.001900	 0.019725	 71.977570	 1.007809
 0.001925	 0.023789	 84.156181	 1.013587
 0.001950	 0.026765	 94.363121	 1.017830
 0.001975	 0.028627	 101.366096	 1.020487
 0.002000	 0.029389	 104.383636	 1.021577
 0.002025	 0.029111	 103.271721	 1.021179
 0.002050	 0.027886	 98.518036	 1.019429
 0.002075	 0.025839	 91.061958	 1.016509
 0.002100	 0.023123	 82.028328	 1.012640
 0.002125	 0.019905	 72.478767	 1.008065
 0.002150	 0.016364	 63.249714	 1.003043
 0.002175	 0.012680	 54.893635	 0.997832
 0.002200	 0.009028	 47.700268	 0.992680
 0.002225	 0.005570	 41.759739	 0.987813
 0.002250	 0.002448	 37.034771	 0.983430
 0.002275	-0.000221	 33.422192	 0.979691
 0.002300	-0.002348	 30.796522	 0.976715
 0.002325	-0.003879	 29.036091	 0.974577
 0.002350	-0.004790	 28.035500	 0.973305
 0.002375	-0.005096	 27.708431	 0.972879
 0.002400	-0.004838	 27.984030	 0.973238
 0.002425	-0.004092	 28.798807	 0.974280
 0.002450	-0.002956	 30.085423	 0.975866
 0.002475	-0.001548	 31.759581	 0.977835
 0.002500	-0.000000	 33.707047	 0.980000
 0.002525	 0.001547	 35.773968	 0.982167
 0.002550	 0.002955	 37.764782	 0.984142
 0.002575	 0.004092	 39.452145	 0.985737
 0.002600	 0.004838	 40.601074	 0.986785
 0.002625	 0.005096	 41.005211	 0.987147
 0.002650	 0.004791	 40.527164	 0.986718
 0.002675	 0.003879	 39.130920	 0.985438
 0.002700	 0.002349	 36.894382	 0.983291
 0.002725	 0.000222	 33.996204	 0.980311
 0.002750	-0.002447	 30.680239	 0.976578
 0.002775	-0.005568	 27.209026	 0.972220
 0.002800	-0.009026	 23.820539	 0.967404
 0.002825	-0.012678	 20.699081	 0.962331
 0.002850	-0.016362	 17.964460	 0.957227
 0.002875	-0.019904	 15.676913	 0.952333
 0.002900	-0.023122	 13.851762	 0.947897
 0.002925	-0.025839	 12.477523	 0.944160
 0.002950	-0.027885	 11.533075	 0.941350
 0.002975	-0.029111	 11.002063	 0.939669
 0.003000	-0.029389	 10.884715	 0.939287
 0.003025	-0.028627	 11.208572	 0.940332
 0.003050	-0.026766	 12.040209	 0.942886
 0.003075	-0.023790	 13.500307	 0.946977
 0.003100	-0.019726	 15.784328	 0.952578
 0.003125	-0.014646	 19.190390	 0.959603
 0.003150	-0.008665	 24.153889	 0.967906
 0.003175	-0.001940	 31.283567	 0.977286
 0.003200	 0.005335	 41.383942	 0.987483
 0.003225	 0.012934	 55.433319	 0.998191
 0.003250	 0.020609	 74.467545	 1.009065
 0.003275	 0.028094	 99.309326	 1.019726
 0.003300	 0.035117	 130.106781	 1.029780
 0.003325	 0.041409	 165.733612	 1.038830
 0.003350	 0.046716	 203.262177	 1.046494
 0.003375	 0.050805	 237.880081	 1.052418
 0.003400	 0.053476	 263.618652	 1.056297
 0.003425	 0.054571	 274.949951	 1.057888
 0.003450	 0.053977	 268.742340	 1.057024
 0.003475	 0.051638	 245.621811	 1.053626
 0.003500	 0.047554	 209.919937	 1.047707
 0.003525	 0.041786	 168.151794	 1.039373
 0.003550	 0.034453	 126.827179	 1.028827
 0.003575	 0.025732	 90.687813	 1.016356
 0.003600	 0.015855	 62.024529	 1.002323
 0.003625	 0.005099	 41.010353	 0.987151
 0.003650	-0.006220	 26.535509	 0.971311
 0.003675	-0.017756	 17.027208	 0.955300
 0.003700	-0.029143	 10.988231	 0.939624
 0.003725	-0.040012	 7.233975	 0.924783
 0.003750	-0.049997	 4.927108	 0.911254
