TBJ_JFET  -THD
Vin = 0.05*sen(2*PI*1000.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.700
Vgs = -0.600
Resolución de ploteo = 400.0 puntos por período

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 4.226560	 1.580000
 0.000002	 0.000785	 4.376858	 1.580315
 0.000005	 0.001571	 4.531751	 1.580629
 0.000007	 0.002355	 4.691337	 1.580945
 0.000010	 0.003140	 4.855714	 1.581261
 0.000012	 0.003923	 5.024978	 1.581577
 0.000015	 0.004705	 5.199225	 1.581893
 0.000018	 0.005487	 5.378549	 1.582210
 0.000020	 0.006267	 5.563042	 1.582526
 0.000023	 0.007045	 5.752795	 1.582843
 0.000025	 0.007822	 5.947895	 1.583159
 0.000028	 0.008596	 6.148428	 1.583476
 0.000030	 0.009369	 6.354475	 1.583791
 0.000033	 0.010139	 6.566115	 1.584107
 0.000035	 0.010907	 6.783424	 1.584422
 0.000038	 0.011672	 7.006472	 1.584737
 0.000040	 0.012434	 7.235328	 1.585051
 0.000043	 0.013194	 7.470051	 1.585364
 0.000045	 0.013950	 7.710701	 1.585677
 0.000048	 0.014702	 7.957326	 1.585989
 0.000050	 0.015451	 8.209974	 1.586300
 0.000053	 0.016196	 8.468684	 1.586609
 0.000055	 0.016937	 8.733486	 1.586918
 0.000058	 0.017674	 9.004409	 1.587226
 0.000060	 0.018406	 9.281466	 1.587532
 0.000063	 0.019134	 9.564669	 1.587837
 0.000065	 0.019857	 9.854017	 1.588140
 0.000068	 0.020576	 10.149505	 1.588442
 0.000070	 0.021289	 10.451113	 1.588742
 0.000072	 0.021997	 10.758815	 1.589041
 0.000075	 0.022700	 11.072574	 1.589337
 0.000077	 0.023396	 11.392341	 1.589632
 0.000080	 0.024088	 11.718057	 1.589925
 0.000082	 0.024773	 12.049653	 1.590216
 0.000085	 0.025452	 12.387046	 1.590505
 0.000087	 0.026125	 12.730142	 1.590791
 0.000090	 0.026791	 13.078833	 1.591075
 0.000092	 0.027451	 13.433001	 1.591357
 0.000095	 0.028104	 13.792511	 1.591637
 0.000097	 0.028750	 14.157219	 1.591913
 0.000100	 0.029389	 14.526963	 1.592188
 0.000102	 0.030021	 14.901571	 1.592459
 0.000105	 0.030645	 15.280854	 1.592728
 0.000107	 0.031262	 15.664606	 1.592993
 0.000110	 0.031871	 16.052614	 1.593256
 0.000112	 0.032472	 16.444647	 1.593516
 0.000115	 0.033066	 16.840454	 1.593773
 0.000117	 0.033651	 17.239779	 1.594026
 0.000120	 0.034227	 17.642338	 1.594277
 0.000122	 0.034796	 18.047850	 1.594524
 0.000125	 0.035355	 18.456007	 1.594767
 0.000127	 0.035906	 18.866488	 1.595007
 0.000130	 0.036448	 19.278959	 1.595244
 0.000132	 0.036982	 19.693073	 1.595476
 0.000135	 0.037506	 20.108473	 1.595706
 0.000137	 0.038020	 20.524776	 1.595931
 0.000140	 0.038526	 20.941601	 1.596152
 0.000142	 0.039021	 21.358545	 1.596370
 0.000145	 0.039508	 21.775200	 1.596583
 0.000147	 0.039984	 22.191137	 1.596793
 0.000150	 0.040451	 22.605930	 1.596998
 0.000152	 0.040907	 23.019123	 1.597200
 0.000155	 0.041354	 23.430273	 1.597397
 0.000158	 0.041790	 23.838919	 1.597589
 0.000160	 0.042216	 24.244583	 1.597778
 0.000163	 0.042632	 24.646793	 1.597962
 0.000165	 0.043037	 25.045069	 1.598141
 0.000168	 0.043432	 25.438917	 1.598316
 0.000170	 0.043815	 25.827848	 1.598486
 0.000173	 0.044188	 26.211370	 1.598652
 0.000175	 0.044550	 26.588985	 1.598813
 0.000178	 0.044901	 26.960196	 1.598969
 0.000180	 0.045241	 27.324505	 1.599120
 0.000183	 0.045570	 27.681419	 1.599266
 0.000185	 0.045888	 28.030443	 1.599408
 0.000188	 0.046194	 28.371086	 1.599545
 0.000190	 0.046489	 28.702873	 1.599676
 0.000193	 0.046772	 29.025314	 1.599803
 0.000195	 0.047044	 29.337952	 1.599924
 0.000198	 0.047304	 29.640320	 1.600041
 0.000200	 0.047553	 29.931969	 1.600152
 0.000203	 0.047790	 30.212461	 1.600258
 0.000205	 0.048015	 30.481365	 1.600358
 0.000208	 0.048228	 30.738270	 1.600454
 0.000210	 0.048429	 30.982779	 1.600544
 0.000213	 0.048618	 31.214506	 1.600629
 0.000215	 0.048796	 31.433088	 1.600709
 0.000218	 0.048961	 31.638182	 1.600783
 0.000220	 0.049114	 31.829453	 1.600852
 0.000223	 0.049255	 32.006603	 1.600915
 0.000225	 0.049384	 32.169334	 1.600973
 0.000228	 0.049501	 32.317390	 1.601026
 0.000230	 0.049606	 32.450516	 1.601073
 0.000233	 0.049698	 32.568516	 1.601114
 0.000235	 0.049778	 32.671177	 1.601150
 0.000238	 0.049846	 32.758335	 1.601181
 0.000240	 0.049901	 32.829845	 1.601206
 0.000243	 0.049944	 32.885590	 1.601225
 0.000245	 0.049975	 32.925468	 1.601239
 0.000248	 0.049994	 32.949425	 1.601247
 0.000250	 0.050000	 32.957417	 1.601250
 0.000253	 0.049994	 32.949425	 1.601247
 0.000255	 0.049975	 32.925468	 1.601239
 0.000258	 0.049944	 32.885590	 1.601225
 0.000260	 0.049901	 32.829849	 1.601206
 0.000263	 0.049846	 32.758339	 1.601181
 0.000265	 0.049778	 32.671185	 1.601150
 0.000268	 0.049698	 32.568527	 1.601114
 0.000270	 0.049606	 32.450531	 1.601073
 0.000273	 0.049501	 32.317402	 1.601026
 0.000275	 0.049384	 32.169350	 1.600973
 0.000278	 0.049255	 32.006622	 1.600915
 0.000280	 0.049114	 31.829475	 1.600852
 0.000282	 0.048961	 31.638205	 1.600783
 0.000285	 0.048796	 31.433119	 1.600709
 0.000287	 0.048619	 31.214533	 1.600629
 0.000290	 0.048429	 30.982811	 1.600544
 0.000292	 0.048228	 30.738306	 1.600454
 0.000295	 0.048015	 30.481405	 1.600359
 0.000297	 0.047790	 30.212502	 1.600258
 0.000300	 0.047553	 29.932016	 1.600152
 0.000302	 0.047304	 29.640371	 1.600041
 0.000305	 0.047044	 29.338009	 1.599924
 0.000307	 0.046772	 29.025373	 1.599803
 0.000310	 0.046489	 28.702932	 1.599676
 0.000312	 0.046194	 28.371153	 1.599545
 0.000315	 0.045888	 28.030510	 1.599408
 0.000317	 0.045570	 27.681490	 1.599266
 0.000320	 0.045241	 27.324581	 1.599120
 0.000322	 0.044901	 26.960276	 1.598969
 0.000325	 0.044550	 26.589067	 1.598812
 0.000327	 0.044188	 26.211460	 1.598652
 0.000330	 0.043815	 25.827938	 1.598486
 0.000332	 0.043432	 25.439011	 1.598316
 0.000335	 0.043037	 25.045164	 1.598141
 0.000337	 0.042632	 24.646894	 1.597962
 0.000340	 0.042216	 24.244686	 1.597778
 0.000342	 0.041790	 23.839024	 1.597589
 0.000345	 0.041354	 23.430384	 1.597397
 0.000347	 0.040908	 23.019239	 1.597200
 0.000350	 0.040451	 22.606045	 1.596999
 0.000352	 0.039984	 22.191256	 1.596793
 0.000355	 0.039508	 21.775322	 1.596584
 0.000357	 0.039022	 21.358673	 1.596370
 0.000360	 0.038526	 20.941729	 1.596152
 0.000362	 0.038020	 20.524908	 1.595931
 0.000365	 0.037506	 20.108604	 1.595706
 0.000367	 0.036982	 19.693209	 1.595477
 0.000370	 0.036449	 19.279097	 1.595244
 0.000372	 0.035906	 18.866625	 1.595007
 0.000375	 0.035355	 18.456146	 1.594767
 0.000377	 0.034796	 18.047991	 1.594524
 0.000380	 0.034228	 17.642479	 1.594277
 0.000382	 0.033651	 17.239916	 1.594026
 0.000385	 0.033066	 16.840593	 1.593773
 0.000387	 0.032473	 16.444784	 1.593516
 0.000390	 0.031871	 16.052757	 1.593256
 0.000392	 0.031262	 15.664747	 1.592993
 0.000395	 0.030646	 15.280993	 1.592728
 0.000397	 0.030021	 14.901711	 1.592459
 0.000400	 0.029389	 14.527102	 1.592188
 0.000402	 0.028750	 14.157357	 1.591913
 0.000405	 0.028104	 13.792648	 1.591637
 0.000407	 0.027451	 13.433137	 1.591357
 0.000410	 0.026792	 13.078968	 1.591076
 0.000412	 0.026125	 12.730275	 1.590791
 0.000415	 0.025452	 12.387177	 1.590505
 0.000417	 0.024773	 12.049784	 1.590216
 0.000420	 0.024088	 11.718186	 1.589925
 0.000422	 0.023397	 11.392469	 1.589632
 0.000425	 0.022700	 11.072700	 1.589338
 0.000427	 0.021997	 10.758941	 1.589041
 0.000430	 0.021289	 10.451236	 1.588742
 0.000432	 0.020576	 10.149627	 1.588442
 0.000435	 0.019858	 9.854138	 1.588140
 0.000437	 0.019134	 9.564787	 1.587837
 0.000440	 0.018407	 9.281583	 1.587532
 0.000442	 0.017674	 9.004524	 1.587226
 0.000445	 0.016937	 8.733602	 1.586918
 0.000447	 0.016196	 8.468797	 1.586610
 0.000450	 0.015451	 8.210086	 1.586300
 0.000452	 0.014702	 7.957436	 1.585989
 0.000455	 0.013950	 7.710808	 1.585677
 0.000457	 0.013194	 7.470158	 1.585365
 0.000460	 0.012435	 7.235433	 1.585051
 0.000462	 0.011673	 7.006576	 1.584737
 0.000465	 0.010908	 6.783525	 1.584422
 0.000467	 0.010140	 6.566215	 1.584107
 0.000470	 0.009369	 6.354572	 1.583792
 0.000472	 0.008597	 6.148524	 1.583476
 0.000475	 0.007822	 5.947990	 1.583159
 0.000477	 0.007045	 5.752888	 1.582843
 0.000480	 0.006267	 5.563134	 1.582526
 0.000482	 0.005487	 5.378638	 1.582210
 0.000485	 0.004706	 5.199313	 1.581893
 0.000487	 0.003923	 5.025064	 1.581577
 0.000490	 0.003140	 4.855796	 1.581261
 0.000492	 0.002356	 4.691415	 1.580945
 0.000495	 0.001571	 4.531826	 1.580630
 0.000497	 0.000786	 4.376930	 1.580315
 0.000500	 0.000000	 4.226628	 1.580000
 0.000502	-0.000785	 4.080822	 1.579686
 0.000505	-0.001570	 3.939412	 1.579373
 0.000507	-0.002355	 3.802299	 1.579061
 0.000510	-0.003139	 3.669383	 1.578749
 0.000512	-0.003923	 3.540565	 1.578439
 0.000515	-0.004705	 3.415745	 1.578129
 0.000517	-0.005486	 3.294827	 1.577820
 0.000520	-0.006266	 3.177711	 1.577513
 0.000522	-0.007045	 3.064301	 1.577207
 0.000525	-0.007821	 2.954501	 1.576902
 0.000527	-0.008596	 2.848217	 1.576599
 0.000530	-0.009369	 2.745353	 1.576296
 0.000532	-0.010139	 2.645819	 1.575996
 0.000535	-0.010907	 2.549521	 1.575697
 0.000537	-0.011672	 2.456371	 1.575399
 0.000540	-0.012434	 2.366279	 1.575104
 0.000542	-0.013193	 2.279160	 1.574810
 0.000545	-0.013949	 2.194926	 1.574517
 0.000547	-0.014702	 2.113495	 1.574227
 0.000550	-0.015451	 2.034784	 1.573939
 0.000552	-0.016196	 1.958713	 1.573653
 0.000555	-0.016937	 1.885202	 1.573369
 0.000557	-0.017674	 1.814175	 1.573087
 0.000560	-0.018406	 1.745555	 1.572807
 0.000562	-0.019134	 1.679270	 1.572529
 0.000565	-0.019857	 1.615248	 1.572254
 0.000567	-0.020576	 1.553417	 1.571981
 0.000570	-0.021289	 1.493709	 1.571711
 0.000572	-0.021997	 1.436059	 1.571443
 0.000575	-0.022699	 1.380400	 1.571178
 0.000577	-0.023396	 1.326670	 1.570915
 0.000580	-0.024088	 1.274806	 1.570655
 0.000582	-0.024773	 1.224750	 1.570398
 0.000585	-0.025452	 1.176443	 1.570143
 0.000587	-0.026125	 1.129828	 1.569891
 0.000590	-0.026791	 1.084850	 1.569642
 0.000592	-0.027451	 1.041457	 1.569396
 0.000595	-0.028104	 0.999596	 1.569153
 0.000598	-0.028750	 0.959217	 1.568913
 0.000600	-0.029389	 0.920272	 1.568676
 0.000603	-0.030021	 0.882714	 1.568442
 0.000605	-0.030645	 0.846497	 1.568211
