TBJ_JFET  
Vin = 0.04*sen(2*PI*1000.0*t) + 0.04*sen(2*PI*1200.0*t)
Is = 1.00e-11  Idss = 2.00
Vt = 0.026     Vp   = -2.00
Tensiones de polarización
Vbe = 0.790
Vgs = -0.400

t [s]   	Vin [V] 	Ic [mA] 	Id [mA] 	
 0.000000	 0.000000	 156.989563	 1.280000
 0.000025	 0.013753	 266.433929	 1.302099
 0.000050	 0.027086	 444.937897	 1.323704
 0.000075	 0.039593	 719.800415	 1.344132
 0.000100	 0.050893	 1111.662964	 1.362724
 0.000125	 0.060645	 1617.562866	 1.378871
 0.000150	 0.068554	 2192.638916	 1.392036
 0.000175	 0.074384	 2743.762451	 1.401780
 0.000200	 0.077963	 3148.773926	 1.407780
 0.000225	 0.079192	 3301.163574	 1.409843
 0.000250	 0.078042	 3158.352051	 1.407913
 0.000275	 0.074560	 2762.429932	 1.402075
 0.000300	 0.068863	 2218.865479	 1.392552
 0.000325	 0.061137	 1648.490723	 1.379689
 0.000350	 0.051631	 1143.656860	 1.363942
 0.000375	 0.040645	 749.535645	 1.345858
 0.000400	 0.028525	 470.263458	 1.326047
 0.000425	 0.015648	 286.584930	 1.305160
 0.000450	 0.002413	 172.259247	 1.283864
 0.000475	-0.010774	 103.732292	 1.262820
 0.000500	-0.023511	 63.554974	 1.242659
 0.000525	-0.035416	 40.206585	 1.223962
 0.000550	-0.046134	 26.623960	 1.207250
 0.000575	-0.055350	 18.677408	 1.192971
 0.000600	-0.062803	 14.022863	 1.181488
 0.000625	-0.068284	 11.357354	 1.173077
 0.000650	-0.071652	 9.977463	 1.167924
 0.000675	-0.072831	 9.535053	 1.166122
 0.000700	-0.071815	 9.914987	 1.167674
 0.000725	-0.068666	 11.191612	 1.172491
 0.000750	-0.063512	 13.645733	 1.180398
 0.000775	-0.056539	 17.842909	 1.191136
 0.000800	-0.047990	 24.789164	 1.204367
 0.000825	-0.038152	 36.190228	 1.219684
 0.000850	-0.027348	 54.836006	 1.236618
 0.000875	-0.015924	 85.091049	 1.254649
 0.000900	-0.004242	 133.358643	 1.273222
 0.000925	 0.007337	 208.173752	 1.291766
 0.000950	 0.018460	 319.309998	 1.309706
 0.000975	 0.028795	 475.166290	 1.326486
 0.001000	 0.038042	 678.126770	 1.341591
 0.001025	 0.045942	 918.893250	 1.354562
 0.001050	 0.052282	 1172.635376	 1.365017
 0.001075	 0.056903	 1400.730713	 1.372663
 0.001100	 0.059704	 1560.097046	 1.377309
 0.001125	 0.060645	 1617.565430	 1.378871
 0.001150	 0.059743	 1562.391968	 1.377373
 0.001175	 0.057073	 1409.955933	 1.372946
 0.001200	 0.052767	 1194.756958	 1.365820
 0.001225	 0.047003	 957.179810	 1.356310
 0.001250	 0.040000	 731.177490	 1.344801
 0.001275	 0.032013	 537.774231	 1.331733
 0.001300	 0.023318	 384.913116	 1.317580
 0.001325	 0.014208	 271.138855	 1.302833
 0.001350	 0.004979	 190.127274	 1.287979
 0.001375	-0.004076	 134.211472	 1.273487
 0.001400	-0.012681	 96.394043	 1.259791
 0.001425	-0.020583	 71.130669	 1.247279
 0.001450	-0.027560	 54.390118	 1.236284
 0.001475	-0.033427	 43.403179	 1.227076
 0.001500	-0.038042	 36.343933	 1.219857
 0.001525	-0.041309	 32.051846	 1.214758
 0.001550	-0.043181	 29.825605	 1.211843
 0.001575	-0.043657	 29.285116	 1.211102
 0.001600	-0.042782	 30.287336	 1.212464
 0.001625	-0.040645	 32.881248	 1.215794
 0.001650	-0.037374	 37.289204	 1.220899
 0.001675	-0.033129	 43.903042	 1.227542
 0.001700	-0.028095	 53.281811	 1.235442
 0.001725	-0.022477	 66.133881	 1.244290
 0.001750	-0.016489	 83.260857	 1.253753
 0.001775	-0.010349	 105.438087	 1.263494
 0.001800	-0.004270	 133.213959	 1.273178
 0.001825	 0.001550	 166.634262	 1.282481
 0.001850	 0.006930	 204.941925	 1.291112
 0.001875	 0.011715	 246.352753	 1.298813
 0.001900	 0.015780	 288.036957	 1.305372
 0.001925	 0.019031	 326.406860	 1.310631
 0.001950	 0.021412	 357.710999	 1.314489
 0.001975	 0.022901	 378.795349	 1.316904
 0.002000	 0.023511	 387.789795	 1.317895
 0.002025	 0.023289	 384.481628	 1.317533
 0.002050	 0.022308	 370.256805	 1.315942
 0.002075	 0.020672	 347.664246	 1.313288
 0.002100	 0.018498	 319.787537	 1.309769
 0.002125	 0.015924	 289.640381	 1.305605
 0.002150	 0.013091	 259.739075	 1.301031
 0.002175	 0.010144	 231.903900	 1.296281
 0.002200	 0.007222	 207.255997	 1.291582
 0.002225	 0.004456	 186.335953	 1.287139
 0.002250	 0.001958	 169.269287	 1.283135
 0.002275	-0.000177	 155.925949	 1.279717
 0.002300	-0.001879	 146.046707	 1.276996
 0.002325	-0.003103	 139.328827	 1.275040
 0.002350	-0.003832	 135.474350	 1.273876
 0.002375	-0.004076	 134.208496	 1.273486
 0.002400	-0.003871	 135.275345	 1.273815
 0.002425	-0.003274	 138.417191	 1.274768
