t       	v       	Ic       	Id
 0.0032	 0.0825745	 2.39494e-08	 0.00108428
 0.00325	 0.0546037	 8.16735e-09	 0.00105535
 0.0033	 0.0222119	 2.34974e-09	 0.00102234
 0.00335	-0.0108707	 6.58294e-10	 0.000989159
 0.0034	-0.0410214	 2.0644e-10	 0.000959399
 0.00345	-0.0651256	 8.16893e-11	 0.000935935
 0.0035	-0.0809005	 4.45314e-11	 0.000920736
 0.00355	-0.0871099	 3.5071e-11	 0.000914787
 0.0036	-0.0836484	 4.00653e-11	 0.000918101
 0.00365	-0.0714926	 6.3946e-11	 0.000929785
 0.0037	-0.0525302	 1.32604e-10	 0.00094816
 0.00375	-0.0292922	 3.24126e-10	 0.000970922
 0.0038	-0.00462585	 8.37012e-10	 0.00099538
 0.00385	 0.0186519	 2.04906e-09	 0.00101874
 0.0039	 0.0380777	 4.3255e-09	 0.00103844
 0.00395	 0.051805	 7.33386e-09	 0.00105248
 0.004	 0.0587781	 9.58976e-09	 0.00105964
 0.00405	 0.0588012	 9.5983e-09	 0.00105967
 0.0041	 0.0525007	 7.53273e-09	 0.00105319
 0.00415	 0.0411887	 4.8753e-09	 0.00104161
 0.0042	 0.0266531	 2.78743e-09	 0.00102683
 0.00425	 0.0109016	 1.52088e-09	 0.00101093
 0.0043	-0.00410379	 8.53988e-10	 0.0009959
 0.00435	-0.0166884	 5.26312e-10	 0.000983381
 0.0044	-0.0256532	 3.72819e-10	 0.000974511
 0.00445	-0.0303886	 3.10742e-10	 0.000969842
 0.0045	-0.0309019	 3.04667e-10	 0.000969337
 0.00455	-0.0277614	 3.43783e-10	 0.000972431
 0.0046	-0.0219671	 4.29605e-10	 0.000978154
 0.00465	-0.0147717	 5.66577e-10	 0.000985283
 0.0047	-0.00747613	 7.50104e-10	 0.000992538
 0.00475	-0.00123207	 9.53718e-10	 0.000998768
 0.0048	 0.00312253	 1.12761e-09	 0.00100312
 0.00485	 0.00517235	 1.2201e-09	 0.00100518
 0.0049	 0.00496409	 1.21037e-09	 0.00100497
 0.00495	 0.00297256	 1.12112e-09	 0.00100297
 0.005	 5.64964e-07	 1.00002e-09	 0.001
 0.00505	-0.00297161	 8.91997e-10	 0.000997031
 0.0051	-0.00496365	 8.26207e-10	 0.000995043
 0.00514999	-0.00517267	 8.19592e-10	 0.000994834
 0.00519999	-0.00312369	 8.86795e-10	 0.000996879
 0.00524999	 0.00123013	 1.04845e-09	 0.00100123
 0.00529999	 0.00747363	 1.33302e-09	 0.00100749
 0.00534999	 0.014769	 1.7648e-09	 0.00101482
 0.00539999	 0.0219647	 2.32751e-09	 0.00102209
 0.00544999	 0.0277597	 2.90862e-09	 0.00102795
 0.00549999	 0.0309014	 3.2822e-09	 0.00103114
 0.00554999	 0.0303895	 3.21822e-09	 0.00103062
 0.00559999	 0.0256557	 2.68252e-09	 0.00102582
 0.00564999	 0.0166923	 1.9003e-09	 0.00101676
 0.00569999	 0.00410884	 1.1712e-09	 0.00100411
 0.00574999	-0.0108959	 6.57655e-10	 0.000989134
 0.00579999	-0.0266475	 3.58831e-10	 0.00097353
 0.00584999	-0.041184	 2.05153e-10	 0.00095924
 0.00589999	-0.0524974	 1.32771e-10	 0.000948192
 0.00594999	-0.0588001	 1.0419e-10	 0.000942064
 0.00599999	-0.0587793	 1.04273e-10	 0.000942084
 0.00604999	-0.0518088	 1.36334e-10	 0.000948862
 0.00609999	-0.0380838	 2.31133e-10	 0.000962279
 0.00614999	-0.0186597	 4.87883e-10	 0.000981427
 0.00619999	 0.00461706	 1.19432e-09	 0.00100462
 0.00624999	 0.0292834	 3.08417e-09	 0.0010295
 0.00629999	 0.0525224	 7.53903e-09	 0.00105321
 0.00634999	 0.0714869	 1.56348e-08	 0.00107276
 0.00639999	 0.0836455	 2.49565e-08	 0.00108539
 0.00644999	 0.0871104	 2.85141e-08	 0.00108901
 0.00649999	 0.0809045	 2.24595e-08	 0.00108254
 0.00654999	 0.0651329	 1.22449e-08	 0.00106619
 0.00659999	 0.0410314	 4.84588e-09	 0.00104145
 0.00664999	 0.0108823	 1.51975e-09	 0.00101091
 0.00669999	-0.0221999	 4.25776e-10	 0.000977923
 0.00674999	-0.0545927	 1.22491e-10	 0.000946152
 0.00679999	-0.0825657	 4.17689e-11	 0.000919139
 0.00684999	-0.102712	 1.92459e-11	 0.000899926
 0.00689999	-0.11236	 1.32794e-11	 0.000890796
 0.00694999	-0.10992	 1.45862e-11	 0.000893101
 0.00699999	-0.0951115	 2.57806e-11	 0.00090715
 0.00704999	-0.0690578	 7.02238e-11	 0.000932135
 0.00709999	-0.0342101	 2.68267e-10	 0.000966083
 0.00714999	 0.00587864	 1.2537e-09	 0.00100589
 0.00719999	 0.0469186	 6.07731e-09	 0.00104747
 0.00724999	 0.0843465	 2.56385e-08	 0.00108613
 0.00729999	 0.113837	 7.97048e-08	 0.00111708
 0.00734999	 0.131802	 1.59067e-07	 0.00113615
 0.00739999	 0.135831	 1.85725e-07	 0.00114044
 0.00744999	 0.124995	 1.22427e-07	 0.0011289
 0.00749999	 0.10001	 4.683e-08	 0.00110251
 0.00754999	 0.0631993	 1.13673e-08	 0.0010642
 0.00759999	 0.0182876	 2.02055e-09	 0.00101837
 0.00764999	-0.0299824	 3.15635e-10	 0.000970242
 0.00769999	-0.0763537	 5.30415e-11	 0.000925104
 0.00774999	-0.115633	 1.17089e-11	 0.00088771
 0.00779999	-0.143274	 4.04387e-12	 0.000861857
 0.00784999	-0.155911	 2.48721e-12	 0.000850166
 0.00789999	-0.15176	 2.91777e-12	 0.000853997
 0.00794999	-0.130862	 6.51826e-12	 0.000873419
 0.00799999	-0.0951196	 2.57725e-11	 0.000907142
 0.00804999	-0.0481309	 1.5705e-10	 0.000952448
 0.00809999	 0.00517742	 1.22034e-09	 0.00100518
 0.00814999	 0.0590696	 9.69789e-09	 0.00105994
 0.00819999	 0.107624	 6.2764e-08	 0.00111052
 0.00824999	 0.145388	 2.68235e-07	 0.00115067
 0.00829999	 0.167998	 6.39988e-07	 0.00117505
 0.00834999	 0.172679	 7.66238e-07	 0.00118013
 0.00839999	 0.158589	 4.45676e-07	 0.00116488
 0.00844999	 0.126945	 1.31961e-07	 0.00113097
 0.00849999	 0.0809202	 2.2473e-08	 0.00108256
 0.00854999	 0.0253277	 2.6489e-09	 0.00102549
 0.00859999	-0.0338882	 2.71609e-10	 0.000966399
 0.00864999	-0.0902932	 3.10295e-11	 0.000911745
 0.00869999	-0.137669	 5.0169e-12	 0.00086707
 0.00874999	-0.170702	 1.40819e-12	 0.000836583
 0.00879999	-0.185586	 7.94385e-13	 0.000823024
 0.00884999	-0.180464	 9.67391e-13	 0.000827678
 0.00889999	-0.15565	 2.51237e-12	 0.000850407
 0.00894999	-0.113629	 1.26471e-11	 0.000889599
 0.00899999	-0.0588013	 1.04185e-10	 0.000942063
 0.00904999	 0.00297826	 1.12137e-09	 0.00100298
 0.00909999	 0.0650343	 1.21986e-08	 0.00106609
 0.00914999	 0.120597	 1.03373e-07	 0.00112423
 0.00919999	 0.163547	 5.39291e-07	 0.00117023
 0.00924999	 0.189094	 1.44067e-06	 0.00119803
 0.00929999	 0.194319	 1.76132e-06	 0.00120376
 0.00934999	 0.178504	 9.58655e-07	 0.00118647
 0.00939999	 0.143229	 2.46857e-07	 0.00114836
 0.00944999	 0.0922156	 3.47005e-08	 0.00109434
 0.00949999	 0.030928	 3.28556e-09	 0.00103117
 0.00954999	-0.0340163	 2.70274e-10	 0.000966273
 0.00959999	-0.0955672	 2.53327e-11	 0.000906716
 0.00964999	-0.147014	 3.50207e-12	 0.000858389
 0.00969999	-0.182725	 8.86796e-13	 0.000825622
 0.00974999	-0.198767	 4.78494e-13	 0.00081111
 0.00979999	-0.193341	 5.8952e-13	 0.000816004
 0.00984999	-0.166991	 1.6242e-12	 0.00083998
 0.00989999	-0.122543	 8.97599e-12	 0.000881211
 0.00994999	-0.0648024	 8.27112e-11	 0.000936247
 0.00999999	-2.86439e-05	 9.98899e-10	 0.000999971
 0.01005	 0.0647482	 1.20651e-08	 0.0010658
 0.0101	 0.122498	 1.11215e-07	 0.00112625
 0.01015	 0.16696	 6.14948e-07	 0.00117393
 0.0102	 0.193327	 1.69538e-06	 0.00120267
 0.01025	 0.198771	 2.09027e-06	 0.00120865
 0.0103	 0.182748	 1.12865e-06	 0.0011911
 0.01035	 0.147053	 2.85969e-07	 0.00115246
 0.0104	 0.0956171	 3.95507e-08	 0.0010979
 0.01045	 0.0340722	 3.70792e-09	 0.00103436
 0.0105	-0.0308722	 3.05016e-10	 0.000969366
 0.01055	-0.092166	 2.88731e-11	 0.000909958
 0.0106	-0.143191	 4.05687e-12	 0.000861935
 0.01065	-0.178481	 1.04403e-12	 0.000829483
 0.0107	-0.194315	 5.67858e-13	 0.000815125
 0.01075	-0.189108	 6.93758e-13	 0.000819832
 0.0108	-0.163577	 1.85213e-12	 0.000843112
 0.01085	-0.12064	 9.65753e-12	 0.000882998
 0.0109	-0.0650863	 8.18129e-11	 0.000935973
 0.01095	-0.00303302	 8.89893e-10	 0.000996969
 0.011	 0.0587497	 9.5793e-09	 0.00105961
 0.01105	 0.113586	 7.89395e-08	 0.00111681
 0.0111	 0.15562	 3.97578e-07	 0.00116167
 0.01115	 0.18045	 1.03318e-06	 0.00118859
 0.0112	 0.185591	 1.25905e-06	 0.0011942
 0.01125	 0.170723	 7.10709e-07	 0.00117801
 0.0113	 0.137704	 1.99599e-07	 0.00114244
 0.01135	 0.0903391	 3.22843e-08	 0.00109238
 0.0114	 0.0339393	 3.68901e-09	 0.00103423
 0.01145	-0.0252769	 3.78254e-10	 0.000974883
 0.0115	-0.0808753	 4.45747e-11	 0.00092076
 0.01155	-0.126911	 7.58802e-12	 0.000877116
 0.0116	-0.158569	 2.24552e-12	 0.000847717
 0.01165	-0.172675	 1.30528e-12	 0.000834779
 0.0117	-0.16801	 1.5618e-12	 0.000839047
 0.01175	-0.145415	 3.72425e-12	 0.000859871
 0.0118	-0.107662	 1.59093e-11	 0.000895236
 0.01185	-0.0591149	 1.02936e-10	 0.000941759
 0.0119	-0.00522483	 8.17949e-10	 0.000994782
 0.01195	 0.0480866	 6.35653e-09	 0.00104866
 0.012	 0.0950831	 3.87466e-08	 0.00109734
 0.01205	 0.130837	 1.53268e-07	 0.00113512
 0.0121	 0.151749	 3.42582e-07	 0.00115751
 0.01215	 0.155915	 4.02115e-07	 0.00116199
 0.0122	 0.143292	 2.47458e-07	 0.00114843
 0.01225	 0.115662	 8.55025e-08	 0.00111901
 0.0123	 0.0763916	 1.88806e-08	 0.00107785
 0.01235	 0.0300243	 3.17332e-09	 0.00103025
 0.0124	-0.0182464	 4.957e-10	 0.000981837
 0.01245	-0.0631631	 8.80939e-11	 0.000937834
 0.0125	-0.0999824	 2.13762e-11	 0.000902517
 0.01255	-0.12498	 8.17312e-12	 0.000878925
 0.0126	-0.135828	 5.38493e-12	 0.000868784
 0.01265	-0.131812	 6.28429e-12	 0.000872531
 0.0127	-0.113858	 1.25361e-11	 0.000889383
 0.01275	-0.0843761	 3.89593e-11	 0.000917404
 0.0128	-0.0469533	 1.64327e-10	 0.000953598
 0.01285	-0.00591452	 7.96537e-10	 0.000994094
 0.0129	 0.0341769	 3.72288e-09	 0.00103447
 0.01295	 0.0690309	 1.42255e-08	 0.00107022
 0.013	 0.0950935	 3.8762e-08	 0.00109735
 0.01305	 0.109912	 6.85379e-08	 0.00111293
 0.0131	 0.112363	 7.53143e-08	 0.00111552
 0.01315	 0.102725	 5.19855e-08	 0.00110536
 0.0132	 0.082587	 2.39609e-08	 0.00108429
 0.01325	 0.0546194	 8.17227e-09	 0.00105537
 0.0133	 0.0222289	 2.35127e-09	 0.00102235
 0.01335	-0.0108543	 6.58709e-10	 0.000989175
 0.0134	-0.0410074	 2.06551e-10	 0.000959413
 0.01345	-0.0651153	 8.17217e-11	 0.000935945
 0.0135	-0.0808949	 4.45411e-11	 0.000920741
 0.01355	-0.0871092	 3.50719e-11	 0.000914788
 0.0136	-0.0836525	 4.00589e-11	 0.000918097
 0.01365	-0.0715007	 6.3926e-11	 0.000929777
 0.0137	-0.0525411	 1.32548e-10	 0.000948149
 0.01375	-0.0293046	 3.23972e-10	 0.00097091
 0.0138	-0.00463827	 8.36612e-10	 0.000995367
 0.01385	 0.0186408	 2.04819e-09	 0.00101873
 0.0139	 0.0380691	 4.32407e-09	 0.00103843
 0.01395	 0.0517997	 7.33236e-09	 0.00105247
 0.014	 0.0587763	 9.58911e-09	 0.00105964
 0.01405	 0.0588029	 9.59892e-09	 0.00105967
 0.0141	 0.0525053	 7.53406e-09	 0.00105319
 0.01415	 0.0411955	 4.87656e-09	 0.00104162
 0.0142	 0.026661	 2.78827e-09	 0.00102684
 0.01425	 0.0109096	 1.52135e-09	 0.00101094
 0.0143	-0.00409665	 8.54223e-10	 0.000995908
 0.01435	-0.0166828	 5.26425e-10	 0.000983387
 0.0144	-0.0256497	 3.72869e-10	 0.000974515
 0.01445	-0.0303873	 3.10757e-10	 0.000969844
 0.0145	-0.0309027	 3.04658e-10	 0.000969336
 0.01455	-0.0277637	 3.43752e-10	 0.000972429
 0.0146	-0.0219706	 4.29548e-10	 0.00097815
 0.01465	-0.0147755	 5.66494e-10	 0.000985279
 0.0147	-0.00747966	 7.50002e-10	 0.000992534
 0.01475	-0.00123482	 9.53617e-10	 0.000998766
 0.0148	 0.00312088	 1.12754e-09	 0.00100312
 0.01485	 0.00517191	 1.22008e-09	 0.00100518
 0.0149	 0.0049647	 1.2104e-09	 0.00100497
 0.01495	 0.0029739	 1.12118e-09	 0.00100298
 0.015	 2.16303e-06	 1.00008e-09	 0.001
 0.01505	-0.00297027	 8.92043e-10	 0.000997032
 0.0151	-0.00496303	 8.26227e-10	 0.000995043
 0.01515	-0.00517311	 8.19578e-10	 0.000994834
 0.0152	-0.00312533	 8.86739e-10	 0.000996877
 0.01525	 0.00122738	 1.04834e-09	 0.00100123
 0.0153	 0.0074701	 1.33284e-09	 0.00100748
 0.01535	 0.0147652	 1.76455e-09	 0.00101482
 0.0154	 0.0219613	 2.3272e-09	 0.00102208
 0.01545	 0.0277573	 2.90836e-09	 0.00102795
 0.0155	 0.0309007	 3.28211e-09	 0.00103114
 0.01555	 0.0303908	 3.21838e-09	 0.00103062
 0.0156	 0.0256592	 2.68289e-09	 0.00102582
 0.01565	 0.0166977	 1.90069e-09	 0.00101677
 0.0157	 0.00411546	 1.1715e-09	 0.00100412
 0.01575	-0.0108888	 6.57835e-10	 0.000989141
 0.0158	-0.0266408	 3.58923e-10	 0.000973537
 0.01585	-0.0411784	 2.05197e-10	 0.000959245
 0.0159	-0.0524938	 1.32789e-10	 0.000948195
 0.01595	-0.0587988	 1.04195e-10	 0.000942065
 0.016	-0.0587806	 1.04268e-10	 0.000942083
 0.01605	-0.0518124	 1.36316e-10	 0.000948859
 0.0161	-0.0380892	 2.31085e-10	 0.000962274
 0.01615	-0.0186663	 4.87759e-10	 0.000981421
 0.0162	 0.0046101	 1.194e-09	 0.00100462
 0.01625	 0.0292769	 3.0834e-09	 0.00102949
 0.0163	 0.0525171	 7.53748e-09	 0.00105321
 0.01635	 0.0714833	 1.56326e-08	 0.00107276
 0.0164	 0.0836438	 2.49549e-08	 0.00108539
 0.01645	 0.0871106	 2.85144e-08	 0.00108901
 0.0165	 0.0809065	 2.24611e-08	 0.00108254
 0.01655	 0.065136	 1.22464e-08	 0.0010662
 0.0166	 0.0410351	 4.84658e-09	 0.00104146
 0.01665	 0.010886	 1.51997e-09	 0.00101092
 0.0167	-0.0221966	 4.2583e-10	 0.000977927
 0.01675	-0.0545902	 1.22503e-10	 0.000946155
 0.0168	-0.0825641	 4.17714e-11	 0.00091914
 0.01685	-0.102711	 1.92464e-11	 0.000899926
 0.0169	-0.11236	 1.32794e-11	 0.000890796
 0.01695	-0.10992	 1.45862e-11	 0.000893101
 0.017	-0.0951112	 2.57808e-11	 0.00090715
 0.01705	-0.0690568	 7.02265e-11	 0.000932135
 0.0171	-0.0342081	 2.68287e-10	 0.000966084
 0.01715	 0.00588148	 1.25384e-09	 0.00100589
 0.0172	 0.0469221	 6.07813e-09	 0.00104747
 0.01725	 0.0843501	 2.56421e-08	 0.00108613
 0.0173	 0.11384	 7.97141e-08	 0.00111708
 0.01735	 0.131804	 1.59077e-07	 0.00113615
 0.0174	 0.13583	 1.85721e-07	 0.00114044
 0.01745	 0.124992	 1.22411e-07	 0.0011289
 0.0175	 0.100003	 4.68188e-08	 0.0011025
 0.01755	 0.0631902	 1.13633e-08	 0.00106419
 0.0176	 0.0182764	 2.01968e-09	 0.00101836
 0.01765	-0.0299947	 3.15486e-10	 0.00097023
 0.0177	-0.0763656	 5.30172e-11	 0.000925092
 0.01775	-0.115643	 1.17044e-11	 0.000887701
 0.0178	-0.143281	 4.04287e-12	 0.000861852
 0.01785	-0.155913	 2.48708e-12	 0.000850164
 0.0179	-0.151756	 2.91827e-12	 0.000854002
 0.01795	-0.130851	 6.5209e-12	 0.000873429
 0.018	-0.0951034	 2.57886e-11	 0.000907158
 0.01805	-0.0481103	 1.57175e-10	 0.000952468
 0.0181	 0.00520049	 1.22143e-09	 0.00100521
 0.01815	 0.0590927	 9.70649e-09	 0.00105997
 0.0182	 0.107644	 6.28128e-08	 0.00111054
 0.01825	 0.145403	 2.68387e-07	 0.00115069
 0.0183	 0.168005	 6.40158e-07	 0.00117506
 0.01835	 0.172676	 7.66166e-07	 0.00118013
 0.0184	 0.158577	 4.45463e-07	 0.00116486
 0.01845	 0.126923	 1.3185e-07	 0.00113095
 0.0185	 0.0808906	 2.24475e-08	 0.00108253
 0.01855	 0.0252932	 2.64538e-09	 0.00102545
 0.0186	-0.033924	 2.71235e-10	 0.000966364
 0.01865	-0.0903264	 3.099e-11	 0.000911713
 0.0187	-0.137695	 5.0118e-12	 0.000867045
 0.01875	-0.170718	 1.40731e-12	 0.000836568
 0.0188	-0.18559	 7.94281e-13	 0.000823021
 0.01885	-0.180453	 9.67788e-13	 0.000827688
 0.0189	-0.155625	 2.51474e-12	 0.00085043
 0.01895	-0.113592	 1.26648e-11	 0.000889634
 0.019	-0.0587563	 1.04365e-10	 0.000942107
 0.01905	 0.00302723	 1.12348e-09	 0.00100303
 0.0191	 0.0650819	 1.2221e-08	 0.00106614
 0.01915	 0.120638	 1.03535e-07	 0.00112428
 0.0192	 0.163576	 5.39894e-07	 0.00117026
 0.01925	 0.189108	 1.44141e-06	 0.00119805
 0.0193	 0.194315	 1.761e-06	 0.00120375
 0.01935	 0.178481	 9.57803e-07	 0.00118644
 0.0194	 0.143189	 2.46479e-07	 0.00114832
 0.01945	 0.0921627	 3.463e-08	 0.00109429
 0.0195	 0.0308673	 3.2779e-09	 0.00103111
 0.01955	-0.0340783	 2.6963e-10	 0.000966212
 0.0196	-0.0956236	 2.52777e-11	 0.000906662
 0.01965	-0.147059	 3.4961e-12	 0.000858348
 0.0197	-0.182752	 8.85881e-13	 0.000825597
 0.01975	-0.198772	 4.78391e-13	 0.000811105
 0.0198	-0.193324	 5.89908e-13	 0.000816019
 0.01985	-0.166953	 1.62662e-12	 0.000840016
 0.0199001	-0.122486	 8.99565e-12	 0.000881264
 0.0199501	-0.0647331	 8.29321e-11	 0.000936315
 0.0200001	 4.59356e-05	 1.00177e-09	 0.00100005
 0.0200501	 0.0648199	 1.20984e-08	 0.00106587
 0.0201001	 0.122559	 1.11475e-07	 0.00112631
 0.0201501	 0.167003	 6.1596e-07	 0.00117398
 0.0202001	 0.193347	 1.69665e-06	 0.00120269
 0.0202501	 0.198765	 2.08974e-06	 0.00120864
 0.0203001	 0.182715	 1.12723e-06	 0.00119106
 0.0203501	 0.146997	 2.85354e-07	 0.0011524
 0.0204001	 0.0955435	 3.94388e-08	 0.00109783
 0.0204501	 0.0339886	 3.69601e-09	 0.00103428
 0.0205001	-0.0309568	 3.04025e-10	 0.000969283
 0.0205501	-0.0922423	 2.87884e-11	 0.000909885
 0.0206001	-0.14325	 4.04761e-12	 0.00086188
 0.0206501	-0.178517	 1.0426e-12	 0.00082945
 0.0207001	-0.194322	 5.67695e-13	 0.000815118
 0.0207501	-0.189086	 6.94349e-13	 0.000819852
 0.0208001	-0.163527	 1.85568e-12	 0.000843158
 0.0208501	-0.120568	 9.68455e-12	 0.000883066
 0.0209001	-0.0649985	 8.20897e-11	 0.000936058
 0.0209501	-0.00293941	 8.93102e-10	 0.000997063
 0.0210001	 0.058839	 9.61224e-09	 0.0010597
 0.0210501	 0.113661	 7.91676e-08	 0.00111689
 0.0211001	 0.155673	 3.9838e-07	 0.00116173
 0.0211501	 0.180474	 1.03413e-06	 0.00118862
 0.0212001	 0.185583	 1.25866e-06	 0.00119419
 0.0212501	 0.170684	 7.09643e-07	 0.00117797
 0.0213001	 0.137638	 1.99092e-07	 0.00114237
 0.0213501	 0.0902528	 3.21773e-08	 0.00109229
 0.0214001	 0.033842	 3.67523e-09	 0.00103413
 0.0214501	-0.0253746	 3.76836e-10	 0.000974786
 0.0215001	-0.0809627	 4.44252e-11	 0.000920676
 0.0215501	-0.126978	 7.56835e-12	 0.000877053
 0.0216001	-0.158609	 2.24206e-12	 0.00084768
 0.0216501	-0.172683	 1.30487e-12	 0.000834772
 0.0217001	-0.167985	 1.56328e-12	 0.00083907
 0.0217501	-0.14536	 3.73212e-12	 0.000859922
 0.0218001	-0.107583	 1.59579e-11	 0.000895311
 0.0218501	-0.05902	 1.03312e-10	 0.000941851
 0.0219001	-0.00512447	 8.21113e-10	 0.000994882
 0.0219501	 0.0481814	 6.37976e-09	 0.00104876
 0.0220001	 0.095162	 3.88644e-08	 0.00109743
 0.0220501	 0.130891	 1.5359e-07	 0.00113517
 0.0221001	 0.151774	 3.42902e-07	 0.00115753
 0.0221501	 0.155907	 4.01984e-07	 0.00116198
 0.0222001	 0.143252	 2.47076e-07	 0.00114838
 0.0222501	 0.115595	 8.52817e-08	 0.00111894
 0.0223001	 0.0763048	 1.88178e-08	 0.00107776
 0.0223501	 0.0299275	 3.16154e-09	 0.00103015
 0.0224001	-0.0183425	 4.93872e-10	 0.000981742
 0.0224501	-0.0632481	 8.78066e-11	 0.000937752
 0.0225001	-0.100047	 2.13231e-11	 0.000902455
 0.0225501	-0.125017	 8.16125e-12	 0.00087889
 0.0226001	-0.135835	 5.38346e-12	 0.000868778
 0.0226501	-0.131788	 6.29007e-12	 0.000872554
 0.0227001	-0.113806	 1.25611e-11	 0.000889432
 0.0227501	-0.0843026	 3.90697e-11	 0.000917474
 0.0228001	-0.0468664	 1.64877e-10	 0.000953683
 0.0228501	-0.00582395	 7.99317e-10	 0.000994185
 0.0229001	 0.0342612	 3.73497e-09	 0.00103455
 0.0229501	 0.0690999	 1.42633e-08	 0.00107029
 0.0230001	 0.0951401	 3.88316e-08	 0.0010974
 0.0230501	 0.109932	 6.85899e-08	 0.00111295
 0.0231001	 0.112355	 7.52894e-08	 0.00111551
 0.0231501	 0.10269	 5.19152e-08	 0.00110533
 0.0232001	 0.0825299	 2.39083e-08	 0.00108423
 0.0232501	 0.0545473	 8.14964e-09	 0.00105529
 0.0233001	 0.0221501	 2.34416e-09	 0.00102227
 0.0233501	-0.0109309	 6.56772e-10	 0.000989099
 0.0234001	-0.0410735	 2.06026e-10	 0.000959348
 0.0234501	-0.0651642	 8.15682e-11	 0.000935897
 0.0235001	-0.0809219	 4.44949e-11	 0.000920715
 0.0235501	-0.0871124	 3.50676e-11	 0.000914785
 0.0236001	-0.0836326	 4.00896e-11	 0.000918116
 0.0236501	-0.071461	 6.40237e-11	 0.000929816
 0.0237001	-0.052487	 1.32824e-10	 0.000948202
 0.0237501	-0.0292428	 3.24742e-10	 0.000970971
 0.0238001	-0.00457609	 8.38615e-10	 0.000995429
 0.0238501	 0.0186965	 2.05258e-09	 0.00101878
 0.0239001	 0.0381126	 4.33131e-09	 0.00103848
 0.0239501	 0.0518269	 7.34003e-09	 0.0010525
 0.0240001	 0.0587854	 9.59245e-09	 0.00105965
 0.0240501	 0.0587942	 9.5957e-09	 0.00105966
 0.0241001	 0.0524812	 7.52708e-09	 0.00105317
