t       	v       	Ic       	Id
 0.000000	 1e-09	 0.001000
 0.000050	 1.3523e-08	 0.001069
 0.000100	 1.33431e-07	 0.001131
 0.000150	 7.29023e-07	 0.001179
 0.000200	 1.80168e-06	 0.001204
 0.000250	 1.81541e-06	 0.001205
 0.000300	 7.51018e-07	 0.001180
 0.000350	 1.43239e-07	 0.001133
 0.000400	 1.55301e-08	 0.001073
 0.000450	 1.26118e-09	 0.001006
 0.000500	 1.04278e-10	 0.000942
 0.000550	 1.18441e-11	 0.000888
 0.000600	 2.3846e-12	 0.000849
 0.000650	 1.01829e-12	 0.000829
 0.000700	 1.00243e-12	 0.000829
 0.000750	 2.22748e-12	 0.000848
 0.000800	 9.90773e-12	 0.000884
 0.000850	 7.21078e-11	 0.000933
 0.000900	 6.65073e-10	 0.000989
 0.000950	 5.89993e-09	 0.001047
 0.001000	 3.87787e-08	 0.001097
 0.001050	 1.52485e-07	 0.001135
 0.001100	 3.11316e-07	 0.001155
 0.001150	 3.12463e-07	 0.001155
 0.001200	 1.5978e-07	 0.001136
 0.001250	 4.68143e-08	 0.001103
 0.001300	 9.41296e-09	 0.001059
 0.001350	 1.61409e-09	 0.001012
 0.001400	 2.95421e-10	 0.000969
 0.001450	 7.06507e-11	 0.000932
 0.001500	 2.57869e-11	 0.000907
 0.001550	 1.57324e-11	 0.000895
 0.001600	 1.63485e-11	 0.000896
 0.001650	 2.74971e-11	 0.000909
 0.001700	 6.7109e-11	 0.000931
 0.001750	 2.04851e-10	 0.000959
 0.001800	 6.63302e-10	 0.000989
 0.001850	 1.94721e-09	 0.001017
 0.001900	 4.55988e-09	 0.001040
 0.001950	 7.83717e-09	 0.001054
 0.002000	 9.58991e-09	 0.001060
 0.002050	 8.54233e-09	 0.001057
 0.002100	 5.92201e-09	 0.001047
 0.002150	 3.52093e-09	 0.001033
 0.002200	 2.00254e-09	 0.001018
 0.002250	 1.20715e-09	 0.001005
 0.002300	 8.34734e-10	 0.000995
 0.002350	 6.91774e-10	 0.000990
 0.002400	 6.89241e-10	 0.000990
 0.002450	 7.96644e-10	 0.000994
 0.002500	 9.99987e-10	 0.001000
 0.002550	 1.25524e-09	 0.001006
 0.002600	 1.45086e-09	 0.001010
 0.002650	 1.44557e-09	 0.001010
 0.002700	 1.19802e-09	 0.001005
 0.002750	 8.28437e-10	 0.000995
 0.002800	 4.99394e-10	 0.000982
 0.002850	 2.84033e-10	 0.000968
 0.002900	 1.6887e-10	 0.000954
 0.002950	 1.17067e-10	 0.000945
 0.003000	 1.04276e-10	 0.000942
 0.003050	 1.27592e-10	 0.000947
 0.003100	 2.19287e-10	 0.000961
 0.003150	 5.13498e-10	 0.000983
 0.003200	 1.50741e-09	 0.001011
 0.003250	 4.88093e-09	 0.001042
 0.003300	 1.48993e-08	 0.001071
 0.003350	 3.63642e-08	 0.001096
 0.003400	 6.11655e-08	 0.001110
 0.003450	 6.35649e-08	 0.001111
 0.003500	 3.87832e-08	 0.001097
 0.003550	 1.41564e-08	 0.001070
 0.003600	 3.38571e-09	 0.001032
 0.003650	 6.19691e-10	 0.000988
 0.003700	 1.06262e-10	 0.000943
 0.003750	 2.13653e-11	 0.000903
 0.003800	 6.25948e-12	 0.000872
 0.003850	 3.20054e-12	 0.000856
